"filename", "language", "Markdown", "Python", "R", "comment", "blank", "total"
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\subTME_heatmap\gene_expr.md", "Markdown", 6, 0, 0, 0, 1, 7
"d:\研究生\singleCell\workspace\code-summary\数据处理\PDAC\生存分析.md", "Markdown", 143, 0, 0, 0, 25, 168
"d:\研究生\singleCell\workspace\code-summary\数据处理\RCC-31\CCI\cellphonedb.md", "Markdown", 54, 0, 0, 0, 10, 64
"d:\研究生\singleCell\workspace\code-summary\数据处理\RCC-31\CCI\数据处理步骤.md", "Markdown", 8, 0, 0, 0, 0, 8
"d:\研究生\singleCell\workspace\code-summary\数据处理\RCC-31\b\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\RCC-31\end\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\RCC-31\epi\score.md", "Markdown", 17, 0, 0, 0, 4, 21
"d:\研究生\singleCell\workspace\code-summary\数据处理\RCC-31\fib\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\RCC-31\mye\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\RCC-31\score.md", "Markdown", 95, 0, 0, 0, 10, 105
"d:\研究生\singleCell\workspace\code-summary\数据处理\RCC-31\tnk\score.md", "Markdown", 17, 0, 0, 0, 3, 20
"d:\研究生\singleCell\workspace\code-summary\数据处理\RCC-31\属于每个大类的细胞比例.py", "Python", 0, 46, 0, 4, 9, 59
"d:\研究生\singleCell\workspace\code-summary\数据处理\RCC-31\获取score需要的基因.md", "Markdown", 39, 0, 0, 0, 3, 42
"d:\研究生\singleCell\workspace\code-summary\数据处理\分数计算\score.md", "Markdown", 55, 0, 0, 0, 12, 67
"d:\研究生\singleCell\workspace\code-summary\数据处理\属于每个大类的细胞比例.py", "Python", 0, 34, 0, 4, 8, 46
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT10-dotplot\bc.md", "Markdown", 22, 0, 0, 0, 6, 28
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT10-dotplot\esca.md", "Markdown", 43, 0, 0, 0, 8, 51
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT10-dotplot\pdac.md", "Markdown", 43, 0, 0, 0, 5, 48
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT11-corrplot\bc.md", "Markdown", 28, 0, 0, 0, 5, 33
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT11-corrplot\esca.md", "Markdown", 28, 0, 0, 0, 3, 31
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT11-corrplot\pdac.md", "Markdown", 29, 0, 0, 0, 3, 32
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT12-dotplot\bc.md", "Markdown", 38, 0, 0, 0, 4, 42
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT12-dotplot\esca.md", "Markdown", 36, 0, 0, 0, 4, 40
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT12-dotplot\pdac.md", "Markdown", 36, 0, 0, 0, 3, 39
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT2-boxplot\bc.md", "Markdown", 39, 0, 0, 0, 5, 44
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT2-boxplot\esca.md", "Markdown", 38, 0, 0, 0, 5, 43
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT2-boxplot\pdac.md", "Markdown", 38, 0, 0, 0, 5, 43
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT3-2-boxplot\bc.md", "Markdown", 186, 0, 0, 0, 91, 277
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT3-2-boxplot\esca.md", "Markdown", 186, 0, 0, 0, 92, 278
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT3-2-boxplot\pdac.md", "Markdown", 186, 0, 0, 0, 82, 268
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT4-barplot\bc.md", "Markdown", 19, 0, 0, 0, 3, 22
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT4-barplot\esca.md", "Markdown", 19, 0, 0, 0, 2, 21
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT4-barplot\pdac.md", "Markdown", 16, 0, 0, 0, 2, 18
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT5-heatmap\bc.md", "Markdown", 18, 0, 0, 0, 1, 19
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT5-heatmap\esca.md", "Markdown", 17, 0, 0, 0, 2, 19
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT5-heatmap\pdac.md", "Markdown", 358, 0, 0, 0, 10, 368
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT6-heatmap\bc.md", "Markdown", 23, 0, 0, 0, 3, 26
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT6-heatmap\esca.md", "Markdown", 21, 0, 0, 0, 5, 26
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT6-heatmap\pdac.md", "Markdown", 22, 0, 0, 0, 4, 26
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT7-boxplot\bc.md", "Markdown", 49, 0, 0, 0, 8, 57
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT7-boxplot\esca.md", "Markdown", 49, 0, 0, 0, 10, 59
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT7-boxplot\pdac.md", "Markdown", 49, 0, 0, 0, 8, 57
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT8-boxplot\bc.md", "Markdown", 72, 0, 0, 0, 11, 83
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT8-boxplot\esca.md", "Markdown", 73, 0, 0, 0, 14, 87
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT8-boxplot\pdac.md", "Markdown", 73, 0, 0, 0, 12, 85
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT9-boxplot\bc.md", "Markdown", 39, 0, 0, 0, 4, 43
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT9-boxplot\esca.md", "Markdown", 47, 0, 0, 0, 8, 55
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\PPT9-boxplot\pdac.md", "Markdown", 39, 0, 0, 0, 4, 43
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\module-an\module-an.py", "Python", 0, 18, 0, 0, 7, 25
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\ppt3-1-heatmap\bc.md", "Markdown", 36, 0, 0, 0, 3, 39
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\ppt3-1-heatmap\esca.md", "Markdown", 36, 0, 0, 0, 3, 39
"d:\研究生\singleCell\workspace\code-summary\数据处理\通量计算补充\ppt3-1-heatmap\pdac.md", "Markdown", 36, 0, 0, 0, 3, 39
"Total", "-", 10895, 2812, 133, 128, 2588, 16556
